5507	对不起很难,难在你拉不下那个面子,难在你咽不下那口气,难在你即使错了也说不出那个词的尴尬,可当你真正说出口来,原来没什么大不了,沧海一声笑,世界更美好。	sadness
23703	睡觉睡觉觉晚安晚安 @你	happiness
28174	承诺变悲哀,悲哀因我被爱	sadness
33360	我要开始认真学习了。	happiness
21696	现在最想做的就是大哭一场,好想逃离这个可怕、肮脏的世界............	sadness
34363	很多人陪你走了一段美好的时光最后也许会随着距离远离你甚至就这样不打招呼地离开你的世界这些人也许是你曾经在乎过的重视过的但请坚信他们从未忘记你只是他们想不到共同话题所以没再找你了	sadness
22673	好无聊的一天!	disgust
11167	亲爱的,想你很想很想	sadness
35031	我是个初学电脑的新手,现在,靠我自己的能力,开通了新浪微博,很激动很高兴。	happiness
17676	乌龟正在河里洗澡被癞蛤蟆看见了,乌龟:没见过像我这样的美女吗?看你眼珠子都快要蹦出来了。癞蛤蟆:妹,你就别逗我了,没有看见我身上已经起鸡皮疙瘩了吗?	disgust
12048	很多时候有些事是由不得自己的,但却又不得不顺从。	sadness
9711	不想去上课、不去了、反正我从来都不是好学生。。	disgust
5138	努力工作不是为了公司,是为了自己。成就公司,成就自己。我还可以再加把劲!	happiness
15090	看一次痛一次。伤痕不管时间怎么淡化。都会留下疤痕。我除了对不起。还能做什么。	sadness
25549	不注意。居然好久没上微博了,郁闷。	surprise
13874	像这种上三天休三天的日子,就是幸福!![哈哈]	happiness
3255	我有一个考试考了0分[泪]	sadness
29959	麻烦你,把你的事情处理好再找我、ok?真心不认识你、、、好过分。	sadness
789	曾经的同事,多年前的一个女歌手,现在是南昌某酒吧老板,刚才在微信圈说“有时幸福的定义很简单双亲健在、儿女双全、身体健康、知性的伴侣、喜欢并能为之努力付出的工作、闲暇时能常与家人共聚,很可惜,都跟我没关系”。我本想调侃说若你愿意我可以和你秋嫂商量一些,但最终我没有。	happiness
28703	做自己该做的事,一切都风平浪静;做能做得事,愿尽自己能力多付出一些时,便瞬间波涛汹涌!届时,我只会这样想:做我的事,随你说去吧!	like
30495	和无理取闹的人走在一起真的很气愤、你以为就你老是说我心态有问题、就你没有[哼][哼]就你们什么都好、我就没一点好的[哼][懒得理你]	anger
21303	我向我曾经对不起过的人,表示我的歉意,如果你们能接受我的道歉,如果我能得到你们的原谅,那将是我极大的荣幸!谢谢	sadness
2639	一个人,一辈子,总要悲一阵子,喜一阵子,聚一阵子,散一阵子,青春一阵子,美丽一阵子,沧桑一阵子,深沉一阵子,幼稚一阵子,成熟一阵子,烦恼一阵子,艰辛一阵子,痛苦一阵子,幸福一阵子。不管哪阵子,别忘了,不论你再丑再穷,总会有一个不嫌弃你的人,陪着你,不是一阵子,而是一辈子。	happiness
20791	孩子到了四岁左右,开始会有对死亡的恐惧。孩子怕死,不是害怕消失,而是害怕失去;不是害怕没有明天,而是害怕一个人孤单。孩子怕自己或者爸妈死,如何疏导呢?抱着孩子说,爸妈永远爱你,永远保护你,永远不分离,永远在一起。就好了。这不算欺骗,孩子长大了会明白,有一种在一起,叫在心里。	fear
10261	失望证明曾有过一种美好希望的过程。。失望。。只不过是一个希望的结束。。另一个希望的诞生。。。	sadness
7603	晚上吃得比较少,然后看到门户网站首页排头标题都赫然写着包子铺买包子的新闻。介是深夜发吃报复社会啊[生病]	disgust
1567	下定决心,以后不管是盒蛋还是扭蛋管他什么蛋绝对只抽一次	anger
22960	一切都是浮云	sadness
21274	现在的我!无聊的已经开始刷屏了!	disgust
30915	两年了,放着的东西都该铺上一层厚尘了,何况是一个在各种环境下游走了两年的生物。他与东西最大的不同只是东西是外表沾尘,他是内心被抹上了灰。但造成这一切的,也许并不是他。	sadness
3833	杨晓芸说:我真不想长大,不想工作,我就愿意留在学校里面上学!	like
18790	)哈哈~[太开心][太开心]做回自己就是好。。[鼓掌]好久好久都没笑这么开心了。。[悲伤]差点我都该忘了要怎么笑了。。[偷笑]不过现在我又能笑出来了,感觉棒棒的)~~[哈哈]是的,我要做回自己!!噗噗~还是这样好)=3=...啦啦啦~	happiness
19288	这是我最不想听的,也是我最不想对人说的。	sadness
2703	虽然姑姑走了,是种解脱,可是每当想起她,还是会泪流满面。对我最好的,除了爸妈以外的就是姑姑,我真的很爱她!你在另一个世界,一定要过的很好![泪]	sadness
5108	杯子咻的一下从上空自由落体粉碎夭折了。	sadness
31564	6月1日就是大部分国家不庆祝的国际儿童节了,真好玩。主要是中国和前苏联倡议,很多社会主义国家就一起庆祝的节日。美国、英国、德国、日本、法国、南美、香港都不知道有这个节日,香港人的儿童节是4月4日。无论如何,儿童节快乐![不好意思][不好意思][不好意思]	happiness
21014	微博水太深,平时关注的人被扒出来是骗子,感觉有种不再信、不再爱了。。。。	sadness
21124	不晓得为什么今天特别高兴![嘻嘻]是因为我做了以往都不会/不敢做的事情吗?好特别的成就感噢![耶]	happiness
16190	某一天,你的生命中不再有我,一定不可以记得我的存在、我的痕迹,因为我害怕你会失落、会难过、会想我。---这一切不是因为你喜欢我、爱我,而是你已经习惯了我每天的电话,每天的留言,我的胡搅蛮缠,我对你的依赖。---但是我依然希望你过的比我好,希望看到你幸福的过着每一天。[呵呵]	happiness
3094	春天总算如期而至,好像一切都变好了,	happiness
34921	觉得好累好累,但睡不着[可怜][可怜][可怜][伤心]	sadness
32466	最近买过的东西统统降价了。。人品多少钱一斤?[挖鼻屎][挖鼻屎]	sadness
31699	不得不说,mindmanager很好很强大~最后能导出各种不同格式,我的导图被转换成了27页word[bm可爱][可怜]	happiness
30718	现在要自己不咳嗽的办法只有不停地吃东西和不停地睡觉了	sadness
23039	憋着一泡马尿差点把嘴唇都咬破了!好委屈!凭什么每个人都有练得不好的项目,他们练得不好的一直有好多时间在加强!真的好委屈!一直叫我不要怕!我没有怕啊!我就是抓不到感觉而已!呜~大家都是在为我着急为我好!所以不要这样!今晚慢慢想象一下,肯定能抓住感觉,把曲线走好的!加油!	sadness
27718	带龙猪去吃糖丸,吃了二十分钟后居然吐奶了,一个多钟前吃的奶了气死人	disgust
31596	你只会说我我也想考好我也努力过不要总是说我整天只会玩你看不到我的努力你看小说看到两三点能考好考试没复习也能考好你强我做不到好吗	sadness
24152	干了这碗香菜我们是好朋友	happiness
11074	爱自己才是真道理。	happiness
618	曾做过最无聊的事之一:把光盘分成两层,然后在涂层上按手指印玩儿	disgust
13653	不敢想像,一个人忍着伤痛对自己最爱的人说别担心该有多么的悲凉	sadness
22967	实践是多么的重要啊!!!要是我们家自己的服务器就好了!能让我自己弄好它!	disgust
25491	和基友一起看cosplay决赛~	happiness
19116	[挖鼻屎][挖鼻屎][挖鼻屎][挖鼻屎][挖鼻屎][挖鼻屎][挖鼻屎][挖鼻屎][挖鼻屎]	disgust
32269	向晚上12点打电话沟通报表事宜的同事致敬!晚安。	happiness
5653	被人提醒了中学时候的一次淘气,当时的死党是信陵君的粉,演绎《窃符救赵》一章:“晋鄙举手视公子,啊,阳光下,公子真是光华灿烂......”我很欠地抢着接了句:”忽然一片阴影笼罩过来,原来是那四十斤的铁锤。”[哈哈]	disgust
30687	我想见你但竟有点怕见到你	sadness
31313	刚才从外面回来,看到楼管阿姨很贴心的在每层都放了应急灯。感谢他们。	happiness
15351	晚你妹妹	anger
13984	我对感情专一,对家人孝顺,对事业拼搏。但我这种善良的个性,没有给我带来好的运气。情人抛弃我,家人嫌弃我,事业没起色,一下子的挫折,我感觉人生走到尽头。幸亏它救了我,教我只对自己好就够。我变得丧心病狂,却换来我想要的好运。我发现自己的样子愈来愈恶心,并且愈来愈不像我,而像它...	disgust
16346	没有买到最爱的千岛酱感觉很	sadness
28060	晚上坐一趟人少的公交车,看窗外的夜景,跟着车摇摇晃晃去到我想去的地方	happiness
18996	盼望已久的一天长假终于来了!买了一大堆好吃的款待一下自己!明天睡到下午!!!!!!哈哈哈哈	happiness
24129	尼玛这是啥子节奏嘛!!![汗][汗]	disgust
12877	我要是当证监会主席的话,一定会为人民服务的。病态的股市啊	like
1534	今日立秋。暑去凉来,禾谷成熟,这是收获的季节,也是一年中冲刺的关键。	like
24746	2...你懂得这一个事实真相,你舍身受身,你不会贪恋,不会痛苦。不会痛苦,你的身体就愈换愈殊胜。如果你感觉痛苦,你很留恋这个身体,那这个身体就愈换愈差!愈换愈差,来生就到三恶道去了。愈换愈殊胜,来生就到人天,这是学佛最低的利益!...	fear
353	好想你哦仔细想一想我们有三个月没见面了吧另一边的你有没有想见我啊?[爱你]	sadness
28606	越长大才越明白家的重要性,每次回到家都会有一种很安稳,温暖的感觉,我很喜欢。	happiness
6758	有的人说你很自我,很自私,但是她不知道,她处人为事上更觉得什么都是理所应当,真讨厌她这种理所应当的优越感!	anger
30743	都觉得一个女孩只要找个有车、有房、有些存款的、心疼自己的就好了,这辈子就是幸福的,其实只有女孩自己知道自己幸福不幸福。在别人看着幸福的外表中,自己满是苦水。	happiness
18056	现在每天晚上12点前可以回家,就是我最大的幸福~~~~	happiness
18980	[怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒][怒]	anger
16357	对不起,我又在传递负能量了。我错了。。。[闭嘴][泪]	sadness
8843	,穿越时空的情画,往事,遗忘记忆开始复苏,尘封往事的昙花,绽放过后的芬芳落花成冢。一缕暗香化成曾经过往,曾经情愫,丰腴了一段岁月深处缠绵悱恻的红尘情事。	sadness
10678	对不起	sadness
30900	1、丽江:绝色灵秀,多情柔软,疗伤胜地;2、周庄:桥桥相望,桥桥相连;3、西塘:青青绿波,烟雨长廊;4、同里:小巧精致,水乡明珠;5、南浔:古桥老屋,传奇百间楼;6、乌镇:似水年华里一个好想谈恋爱的地方;7、甪直:难识地名,难忘水乡;8、沙溪:山美水美的鱼米之乡。	happiness
22777	头一次和抱爹面对面聊天到十二点,然后觉得真的好像原来不理解的事都变的理解。	happiness
442	快乐快乐!!新年。❤	like
15928	像钱钟书那样全身心地做学问的人,实不多见,因为很多大学者都免不了被鲜花和掌声拥上讲坛,慷慨激昂一番......钱先生绝不参与这种场合,他不愿讲假话废话,浪费时间,所以他的某些话有时也会让某些人极不舒服,譬如这句:“自传不可信,相识回忆亦不可信......”热衷或痴迷自传的人,有几个不忽悠?	anger
15085	不会再打扰,对不起。希望没有给你带来麻烦。	sadness
4991	在遥远的思恋都不及身边的温暖。活在回忆里,不如活在当下,看看周遭的世界!	happiness
27278	这么说吧,我呢,肠胃就不好,还经常失眠,但我没有因此而病倒。因为我时常鼓励我身体的每一个器官,他们都很喜欢听好话,于是他们就能正常工作了。[偷笑][偷笑]	happiness
34578	今晚切了千百张专辑还没听到一张能完整听完一首歌的	anger
152	啊,伤不起!处处都要你!所以我只能忍声吞气![顶]	sadness
10031	“你好吗?”“不好,非常不好!”	disgust
32532	我明天喝豆浆买两碗喝一碗倒一碗【这奢侈糜烂的生活啊23333	happiness
1798	给儿子做了条裤子,同事竟然以为是买的!小高兴了一下!看来我的手艺还不算太差!	happiness
14475	死命的把手把往仙人球上甩!!女人,必须对自己狠点!?![怒]	sadness
13218	,今天女朋友要回来了,很开心。	sadness
31469	就是开心的听完一首歌,看完一场电影。	happiness
10332	今天大太阳晒了被子满满阳光味	happiness
10592	老姨啊老姨亲归亲但是尊重还是有的吧,怎么可以趁我不注意的时候背走了呢[挖鼻屎]	sadness
7367	我日阿我撞邪了卧槽去年也是这个时候身份证找不到了今年又是你妹的阿我已经丢了七八个身份证了不带这样的赶紧出来吧你赶紧出来赶紧出来[泪]	sadness
14204	总是会抱有侥幸觉得还有机会,其实那只是不想自嘲的借口罢了。	sadness
10906	原来我非不快乐,只我一人未发觉。如能忘掉渴望,岁月长衣裳薄。无论于什么角落,不假设你或会在旁,我也可畅游异国放心吃喝......	like
30764	果然不能一边干老板的活,一边干自己的活,一周也就七天而不是十四天,现在疯狂补作业,离交组会汇报ppt目测还有十几个小时不到。。。	anger
13177	今天早上发生的对话。gcw鱼我也帮你热了你快吃。我我涂过唇膏了不吃了,你吃吧。gcw你不吃我就扔掉!我你扔吧。gcw你把垃圾桶拿过来!我好的。就把垃圾桶递了过去。他气急,大喊你⋯你跟我斗狠!!![汗]斗狠⋯	happiness
25880	号找回来了	happiness
27952	你又生病了?”“是的,头疼。”“有医生的证明吗?”“就是因为医生不给我开证明,所以才头痛!”	happiness
19416	真tm的无助,好想哭喔。。唉	sadness
17947	一定会过上好生活	like
18606	看了梁咏琪的个人资料吓死了~身高176.[嘻嘻][嘻嘻][嘻嘻]	happiness
5292	只有自己爱上你的夜里,我不知所措	fear
4513	我没有认清自己。更没有明白原来自己什么都不懂。	sadness
26272	十点半了,min■■■■■□□max(╯‵□′)╯(┻━┻尼玛我竟然用这些时间看了一部烂片烂片!!!你妈说好的恐怖片要不要那么烂尾啊!!!去你妈的引子坑爹啊!!!(#°д°)作业怎么办擦。(╬ 皿 )今晚试试看备好零食就算从零点战斗到明天早上七点也要一次性写完【被逼疯	anger
21012	摊上这种货色是我的不幸.	sadness
14897	太过“浪漫”的夜晚。车子坏在路上。2个多小时中,某人abcdefg...打了n个电话。我这个副驾驶只是呼呼睡觉【在车上总爱瞌睡!!】。终于到家了___	disgust
16589	醒时亲人在身边,送远、迎接、牵挂、同行,困境有人援手,快乐有人分享,自由裁量生活,不必担忧隐患,环境宽松优美,生活富足闲适,心理舒畅温暖,人际和而不同,工作得心顺心,家庭和美,亲友欢聚,健康快乐笑由心生,生命人格被尊重,民主法制,社会文明安定,世界存异和平,可以到处旅行!	happiness
17465	一定是我做得还不够好,不够努力,不能在大学中平庸,还要继续努力	like
99	幸福就是,无论自己长到多少岁,都能抱着妈妈睡觉!	happiness
21416	每次下晚班总会在芙蓉街口喝碗汤吃屉蒸饺,第一次吃的时候他们要收摊了,又重新给我包的,唠嗑时候我说谢谢他们,做的真好吃,觉得可温暖,然后以后每次总是能刚刚好走到的候阿姨给我准备好我的老三样,今天也是,吃完的时候,阿姨说闺女,明个元宵节晚上我跟恁叔不出摊了,你别饿着.[泪][心]	happiness
5613	周末好无聊。。。	sadness
17896	双休日真心不能玩lol啊,太坑爹了!各种小学生,各种蛋疼...尼玛劳资上分容易吗...	anger
16110	买一袋金桔,塑料袋破了个洞,它们一个个悄无声息地弹跳而去,到家发现还剩一半。还买了一袋草莓,想吃却吃不下。	disgust
16895	同桌被请家长了有次期末考试,有道填空题,问李清照是___派的词人,我实在不知道就写了个武当派。卷子发下来的时候老师说有个学生的答案必须得请他家长来看看,我想我完蛋了,结果是同桌被请家长了,因为他的答案是“蛋黄派”!	happiness
29817	她生日,他迟到10分钟才匆匆赶到餐厅。她很生气。他说路上塞车,她说你骗我,半小时前我用kk看到你已经离我50米了!他一时语塞,这时旁边的服务员说:这位先生刚才在厨房亲自下厨......她的眼泪不争气地流了下来......说完,服务员面带红晕瞥了他一眼,偷偷整理了一下自己凌乱的衣服。[偷乐]	happiness
27710	只有看不清自己的人,才会特别在乎别人怎么评价自己。如果你足够了解你,哪会理睬别人看不看好,你心里一定会明白老子他妈不需要任何人看好。	like
2394	谁能阻止我的堕落......	sadness
5495	每天在鸡圈收3个鸡蛋[嘻嘻]	happiness
9834	眼泪可以改变什么让自己好受点吗	sadness
19372	这误解该有多大啊。。[晕][钱][泪][泪][泪]	sadness
